2022-09-30 17:02:45,729	INFO trainable.py:160 -- Trainable.setup took 24.909 seconds. If your trainable is slow to initialize, consider setting reuse_actors=True to reduce actor creation overheads.
2022-09-30 17:02:45,730	WARNING util.py:65 -- Install gputil for GPU system monitoring.
Main trainign step 0
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.931471824645996, 'policy_loss': 36.99603271484375, 'vf_loss': 179.7366180419922, 'total_loss': 126.79502868652344}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.930706977844238, 'policy_loss': 36.75080871582031, 'vf_loss': 178.91848754882812, 'total_loss': 126.1407470703125}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.92996072769165, 'policy_loss': 21.380468368530273, 'vf_loss': 69.73382568359375, 'total_loss': 56.17808532714844}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.923334121704102, 'policy_loss': 36.671634674072266, 'vf_loss': 170.3274688720703, 'total_loss': 121.7661361694336}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.9181671142578125, 'policy_loss': 38.09095001220703, 'vf_loss': 186.81741333007812, 'total_loss': 131.43048095703125}
No gradient information.s
training epoch 0 52 45.0 19.346153846153847
Main trainign step 1
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.918922424316406, 'policy_loss': 20.714054107666016, 'vf_loss': 51.82306671142578, 'total_loss': 46.556396484375}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.9213337898254395, 'policy_loss': 37.170440673828125, 'vf_loss': 182.78916931152344, 'total_loss': 128.49581909179688}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 29.144187927246094, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.923682689666748, 'policy_loss': 19.332067489624023, 'vf_loss': 47.63151550292969, 'total_loss': 43.078590393066406}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.918152332305908, 'policy_loss': 38.029354095458984, 'vf_loss': 182.428955078125, 'total_loss': 129.17465209960938}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.924291610717773, 'policy_loss': 22.98268699645996, 'vf_loss': 73.64852905273438, 'total_loss': 59.737709045410156}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.930438995361328, 'policy_loss': 36.6206169128418, 'vf_loss': 178.69747924804688, 'total_loss': 125.90005493164062}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.9311203956604, 'policy_loss': 36.56050109863281, 'vf_loss': 177.40052795410156, 'total_loss': 125.19145202636719}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.92838191986084, 'policy_loss': 31.327091217041016, 'vf_loss': 140.5987548828125, 'total_loss': 101.55718231201172}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.926078796386719, 'policy_loss': 18.717275619506836, 'vf_loss': 44.86259841918945, 'total_loss': 41.079315185546875}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.929523468017578, 'policy_loss': 37.04560089111328, 'vf_loss': 182.86383056640625, 'total_loss': 128.40821838378906}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.930299282073975, 'policy_loss': 26.026016235351562, 'vf_loss': 102.11404418945312, 'total_loss': 77.01373291015625}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.918001651763916, 'policy_loss': 36.94057083129883, 'vf_loss': 169.7675018310547, 'total_loss': 121.75514221191406}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.9248881340026855, 'policy_loss': 22.856245040893555, 'vf_loss': 73.11512756347656, 'total_loss': 59.34456253051758}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.930004596710205, 'policy_loss': 36.67658615112305, 'vf_loss': 177.66763305664062, 'total_loss': 125.44110870361328}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.930923938751221, 'policy_loss': 21.735187530517578, 'vf_loss': 73.2357177734375, 'total_loss': 58.28373718261719}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.930077075958252, 'policy_loss': 25.36124038696289, 'vf_loss': 99.4981689453125, 'total_loss': 75.04102325439453}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.928652763366699, 'policy_loss': 34.58824157714844, 'vf_loss': 159.2311553955078, 'total_loss': 114.13452911376953}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.913765907287598, 'policy_loss': 37.72355651855469, 'vf_loss': 170.0245819091797, 'total_loss': 122.66670989990234}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.924511432647705, 'policy_loss': 30.823225021362305, 'vf_loss': 132.02928161621094, 'total_loss': 96.76862335205078}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.919851779937744, 'policy_loss': 34.28963088989258, 'vf_loss': 151.08631896972656, 'total_loss': 109.76359558105469}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.920430660247803, 'policy_loss': 38.031185150146484, 'vf_loss': 172.48428344726562, 'total_loss': 124.2041244506836}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.924759864807129, 'policy_loss': 18.325071334838867, 'vf_loss': 46.29821014404297, 'total_loss': 41.40492630004883}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.928500175476074, 'policy_loss': 36.0703125, 'vf_loss': 184.564697265625, 'total_loss': 128.2833709716797}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.930038928985596, 'policy_loss': 34.86893844604492, 'vf_loss': 163.95985412597656, 'total_loss': 116.7795639038086}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.930131912231445, 'policy_loss': 21.871274948120117, 'vf_loss': 71.57054138183594, 'total_loss': 57.58724594116211}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.9305195808410645, 'policy_loss': 35.118194580078125, 'vf_loss': 166.34390258789062, 'total_loss': 118.22084045410156}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.929438591003418, 'policy_loss': 37.80562210083008, 'vf_loss': 188.4712371826172, 'total_loss': 131.97195434570312}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.928016662597656, 'policy_loss': 18.058921813964844, 'vf_loss': 48.72918701171875, 'total_loss': 42.3542366027832}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.926416873931885, 'policy_loss': 32.39114761352539, 'vf_loss': 137.0682830810547, 'total_loss': 100.85602569580078}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.929620265960693, 'policy_loss': 36.608253479003906, 'vf_loss': 176.25820922851562, 'total_loss': 124.66806030273438}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.926375865936279, 'policy_loss': 18.141098022460938, 'vf_loss': 48.00309371948242, 'total_loss': 42.07338333129883}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.92935848236084, 'policy_loss': 35.984214782714844, 'vf_loss': 176.52407836914062, 'total_loss': 124.17696380615234}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.927618026733398, 'policy_loss': 36.09560775756836, 'vf_loss': 165.635009765625, 'total_loss': 118.84384155273438}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.927174091339111, 'policy_loss': 17.834684371948242, 'vf_loss': 44.141510009765625, 'total_loss': 39.8361701965332}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.9213738441467285, 'policy_loss': 28.727767944335938, 'vf_loss': 122.98715209960938, 'total_loss': 90.15213012695312}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.92186975479126, 'policy_loss': 36.89228057861328, 'vf_loss': 172.4123992919922, 'total_loss': 123.02925872802734}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.920482635498047, 'policy_loss': 17.588424682617188, 'vf_loss': 47.52696990966797, 'total_loss': 41.2827033996582}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.92960786819458, 'policy_loss': 34.5214958190918, 'vf_loss': 157.27882385253906, 'total_loss': 113.09160614013672}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.924274444580078, 'policy_loss': 25.21135711669922, 'vf_loss': 93.83858489990234, 'total_loss': 72.0614013671875}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.929357528686523, 'policy_loss': 35.605690002441406, 'vf_loss': 171.82008361816406, 'total_loss': 121.44644165039062}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.931119441986084, 'policy_loss': 37.09035873413086, 'vf_loss': 182.2008819580078, 'total_loss': 128.12149047851562}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.9283552169799805, 'policy_loss': 19.62646484375, 'vf_loss': 60.56913375854492, 'total_loss': 49.84175109863281}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.909179210662842, 'policy_loss': 36.639190673828125, 'vf_loss': 164.74765014648438, 'total_loss': 118.94392395019531}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.920259952545166, 'policy_loss': 30.0522518157959, 'vf_loss': 130.96502685546875, 'total_loss': 95.46556091308594}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.907971382141113, 'policy_loss': 30.070083618164062, 'vf_loss': 114.31271362304688, 'total_loss': 87.15736389160156}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.92745304107666, 'policy_loss': 35.7443962097168, 'vf_loss': 169.8169403076172, 'total_loss': 120.58358764648438}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.930917739868164, 'policy_loss': 35.94640350341797, 'vf_loss': 169.60098266601562, 'total_loss': 120.6775894165039}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.927764415740967, 'policy_loss': 24.41619873046875, 'vf_loss': 93.75196838378906, 'total_loss': 71.22290802001953}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.930449962615967, 'policy_loss': 35.9752197265625, 'vf_loss': 174.3731689453125, 'total_loss': 123.09249877929688}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.922533988952637, 'policy_loss': 37.39665603637695, 'vf_loss': 172.4518585205078, 'total_loss': 123.55335998535156}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.924742221832275, 'policy_loss': 35.518714904785156, 'vf_loss': 168.6114959716797, 'total_loss': 119.75521850585938}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.930129528045654, 'policy_loss': 36.547489166259766, 'vf_loss': 175.70928955078125, 'total_loss': 124.33283233642578}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.928244113922119, 'policy_loss': 35.917205810546875, 'vf_loss': 169.3013458251953, 'total_loss': 120.49859619140625}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.929443359375, 'policy_loss': 18.008066177368164, 'vf_loss': 48.06013870239258, 'total_loss': 41.968841552734375}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.923103332519531, 'policy_loss': 16.624832153320312, 'vf_loss': 38.506446838378906, 'total_loss': 35.80882263183594}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.9234490394592285, 'policy_loss': 36.283966064453125, 'vf_loss': 163.36312866210938, 'total_loss': 117.89629364013672}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.930476188659668, 'policy_loss': 29.54561996459961, 'vf_loss': 129.94482421875, 'total_loss': 94.44873046875}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.928630828857422, 'policy_loss': 37.34190368652344, 'vf_loss': 177.21995544433594, 'total_loss': 125.88259887695312}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.92788028717041, 'policy_loss': 18.453533172607422, 'vf_loss': 58.18259811401367, 'total_loss': 47.47555160522461}
[33m(raylet)[39m [2022-09-30 17:02:54,427 E 42920 42952] (raylet) file_system_monitor.cc:105: /tmp/ray/session_2022-09-30_17-02-20_910330_42836 is over 95% full, available space: 4572209152; capacity: 125844406272. Object creation will fail if spilling is required.
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.927145004272461, 'policy_loss': 19.284168243408203, 'vf_loss': 60.25819396972656, 'total_loss': 49.343994140625}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.928404331207275, 'policy_loss': 37.2543830871582, 'vf_loss': 186.59133911132812, 'total_loss': 130.4807586669922}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.931168079376221, 'policy_loss': 35.67445373535156, 'vf_loss': 167.62069702148438, 'total_loss': 119.41548919677734}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.92866325378418, 'policy_loss': 35.267494201660156, 'vf_loss': 158.3267364501953, 'total_loss': 114.361572265625}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.928603172302246, 'policy_loss': 19.825332641601562, 'vf_loss': 64.76329040527344, 'total_loss': 52.137691497802734}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.924500465393066, 'policy_loss': 36.150230407714844, 'vf_loss': 162.61880493164062, 'total_loss': 117.39038848876953}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.925428867340088, 'policy_loss': 36.44055938720703, 'vf_loss': 187.504638671875, 'total_loss': 130.1236114501953}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.929109573364258, 'policy_loss': 22.425891876220703, 'vf_loss': 92.29421997070312, 'total_loss': 68.50370788574219}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.921113967895508, 'policy_loss': 35.47707748413086, 'vf_loss': 154.0629425048828, 'total_loss': 112.4393310546875}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.918979167938232, 'policy_loss': 17.49407958984375, 'vf_loss': 45.40515899658203, 'total_loss': 40.12746810913086}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.91963005065918, 'policy_loss': 19.700664520263672, 'vf_loss': 67.24092102050781, 'total_loss': 53.251930236816406}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.929631233215332, 'policy_loss': 33.529850006103516, 'vf_loss': 151.43101501464844, 'total_loss': 109.17606353759766}
> training_step. Has learer policy.  {'allreduce_latency': 0.0, 'grad_gnorm': 30.0, 'cur_lr': 0.001, 'entropy_coeff': 0.01, 'policy_entropy': 6.927687168121338, 'policy_loss': 28.294893264770508, 'vf_loss': 123.26994323730469, 'total_loss': 89.86058807373047}
